1st Road Class,Accident Date,Age of Casualty,Casualty Class,Casualty Severity,Easting,Northing,Lighting Conditions,Number of Vehicles,Reference Number,Road Surface,Sex of Casualty,Time (24hr),Type of Vehicle,Weather Conditions
A,28-Dec-14,74,Driver,Slight,435574,440137,Daylight: street lights present,1,1CS0477,Frost / Ice,Female,1055,Car,Fine without high winds
A,30-Dec-14,55,Driver,Slight,426865,437535,Daylight: street lights present,2,1CT0467,Wet / Damp,Male,1154,Car,Fine without high winds
A,30-Dec-14,65,Driver,Slight,426865,437535,Daylight: street lights present,2,1CT0467,Wet / Damp,Male,1154,Car,Fine without high winds
A,30-Dec-14,62,Passenger,Slight,426865,437535,Daylight: street lights present,2,1CT0467,Wet / Damp,Female,1154,Car,Fine without high winds
B,29-Dec-14,28,Driver,Slight,425800,428414,Darkness: street lights present and lit,2,1CT1319,Wet / Damp,Male,2025,Car,Fine without high winds
Unclassified,30-Dec-14,73,Pedestrian,Slight,421674,434229,Daylight: street lights present,1,1CU0553,Wet / Damp,Female,1335,Car,Fine without high winds
Unclassified,30-Dec-14,55,Driver,Slight,429119,430977,Daylight: street lights present,2,1CU0802,Wet / Damp,Female,1554,Car,Fine without high winds
Unclassified,31-Dec-14,19,Pedestrian,Serious,428839,433995,Darkness: street lights present and lit,1,1CV0080,Wet / Damp,Male,153,Taxi/Private hire car,Fine without high winds
Unclassified,31-Dec-14,15,Passenger,Slight,436092,434785,Daylight: street lights present,2,1CV0542,Wet / Damp,Female,1310,Car,Fine without high winds
Unclassified,25-Dec-14,71,Passenger,Slight,426119,426906,Daylight: street lights present,1,2130577,Dry,Male,830,Taxi/Private hire car,Fine without high winds
Unclassified,27-Dec-14,23,Pedestrian,Slight,430261,431186,Darkness: street lighting unknown,1,21D1298,Dry,Male,50,Car,Fine without high winds
Unclassified,13-May-14,77,Driver,Serious,430906,433484,Daylight: street lights present,2,25D0630,Dry,Male,1220,Mobility Scooter,Fine without high winds
A,16-Jan-15,36,Driver/Rider,Slight,427798,426248,Daylight: street lights present,5,21G0539,Snow,Male,1205,Goods vehicle 3.5 tonnes mgw and under,Snowing without high winds
A,16-Jan-15,27,Passenger,Slight,427798,426248,Daylight: street lights present,5,21G0539,Snow,Male,1205,Goods vehicle 3.5 tonnes mgw and under,Snowing without high winds
Unclassified,16-Jan-15,68,Pedestrian,Serious,431142,430087,Darkness: street lights present and lit,1,21G1108,Wet / Damp,Male,1732,Car,Fine without high winds
Unclassified,17-Jan-15,49,Driver/Rider,Slight,434602,436699,Daylight: street lights present,2,21H0565,Dry,Male,930,Car,Fine without high winds
A,17-Jan-15,33,Driver/Rider,Slight,434254,434318,Daylight: street lights present,2,21H0638,Wet / Damp,Male,1315,Car,Fine without high winds
A,17-Jan-15,28,Passenger,Slight,434254,434318,Daylight: street lights present,2,21H0638,Wet / Damp,Female,1315,Car,Fine without high winds
Unclassified,18-Jan-15,17,Driver/Rider,Slight,427328,435078,Daylight: street lights present,2,21I0242,Dry,Male,1645,Motorcycle over 50cc and up to 125cc,Fine without high winds
Unclassified,18-Jan-15,18,Driver/Rider,Slight,427322,431991,Daylight: street lights present,2,21I0756,Wet / Damp,Female,1421,Car,Fine without high winds
Unclassified,18-Jan-15,8,Passenger,Slight,427322,431991,Daylight: street lights present,2,21I0756,Wet / Damp,Male,1421,Car,Fine without high winds
Unclassified,18-Jan-15,73,Passenger,Slight,423369,433968,Darkness: street lights present and lit,1,21I1028,Wet / Damp,Female,1749,Bus or coach (17 or more passenger seats),Raining without high winds
Unclassified,19-Jan-15,18,Driver/Rider,Serious,434543,436492,Daylight: street lights present,2,21J0605,Frost / Ice,Male,1325,Motorcycle over 125cc and up to 500cc,Fine without high winds
Unclassified,20-Jan-15,50,Driver/Rider,Slight,430517,435180,Daylight: street lights present,2,21J0614,Dry,Female,830,Car,Fine without high winds
A,20-Jan-15,36,Driver/Rider,Slight,432549,427863,Daylight: street lights present,2,21K0209,Wet / Damp,Male,800,Pedal cycle,Fine without high winds
Unclassified,19-Jan-15,24,Pedestrian,Serious,431729,434575,Darkness: street lights present and lit,1,21K0325,Dry,Female,1730,Car,Fine without high winds
B,19-Jan-15,41,Driver/Rider,Slight,424460,433646,Darkness: street lights present and lit,2,21K0332,Wet / Damp,Female,1845,Car,Raining without high winds
A,20-Jan-15,36,Driver/Rider,Slight,423036,437648,Darkness: street lights present and lit,2,21K0584,Frost / Ice,Male,1600,Pedal cycle,Fine without high winds
Unclassified,20-Jan-15,12,Pedestrian,Slight,429432,437313,Darkness: street lights present and lit,1,21K0903,Wet / Damp,Male,1610,Car,Fine without high winds
Unclassified,20-Jan-15,21,Driver/Rider,Slight,437531,431994,Darkness: no street lighting,1,21K0978,Wet / Damp,Female,1645,Car,Fine without high winds
Unclassified,20-Jan-15,64,Driver/Rider,Slight,431496,433971,Darkness: street lights present and lit,2,21K1112,Wet / Damp,Male,1755,Car,Fine without high winds
Unclassified,20-Jan-15,42,Driver/Rider,Slight,431496,433971,Darkness: street lights present and lit,2,21K1112,Wet / Damp,Male,1755,Car,Fine without high winds
B,20-Jan-15,41,Passenger,Slight,440390,433068,Darkness: street lights present and lit,2,21K1129,Dry,Female,1804,Car,Fine without high winds
A,21-Jan-15,50,Driver/Rider,Slight,433502,429763,Daylight: street lights present,2,21L0199,Wet / Damp,Male,807,Car,Fine without high winds
A(M),21-Jan-15,28,Driver/Rider,Slight,443586,435736,Daylight: street lights present,1,21L0205,Snow,Female,815,Car,Snowing without high winds
A,21-Jan-15,45,Pedestrian,Serious,430033,431012,Darkness: street lights present and lit,1,21L1572,Wet / Damp,Male,2005,Car,Fine without high winds
Unclassified,21-Jan-15,36,Pedestrian,Slight,427437,439298,Daylight: street lights present,1,21M0295,Frost / Ice,Female,830,Car,Fine without high winds
Unclassified,21-Jan-15,8,Pedestrian,Slight,427437,439298,Daylight: street lights present,1,21M0295,Frost / Ice,Female,830,Car,Fine without high winds
Unclassified,22-Jan-15,30,Passenger,Slight,430429,433884,Daylight: street lights present,2,21M1029,Dry,Female,1410,Bus or coach (17 or more passenger seats),Fine without high winds
Unclassified,14-Mar-15,39,Driver/Rider,Slight,429969,434187,Darkness: street lights present and lit,2,1.3E+038,Dry,Male,22,Car,Fine without high winds
B,09-Jan-15,24,Driver/Rider,Slight,445949,431172,Darkness: no street lighting,2,19C0493,Wet / Damp,Male,1855,Car,Fine with high winds
B,09-Jan-15,20,Passenger,Slight,445949,431172,Darkness: no street lighting,2,19C0493,Wet / Damp,Female,1855,Car,Fine with high winds
A,01-Jan-15,26,Driver/Rider,Slight,430902,432293,Darkness: street lights present and lit,2,2110145,Wet / Damp,Male,35,Car,Fine without high winds
A,01-Jan-15,45,Driver/Rider,Slight,430902,432293,Darkness: street lights present and lit,2,2110145,Wet / Damp,Male,35,Taxi/Private hire car,Fine without high winds
A,01-Jan-15,23,Passenger,Serious,430902,432293,Darkness: street lights present and lit,2,2110145,Wet / Damp,Female,35,Taxi/Private hire car,Fine without high winds
A,01-Jan-15,60,Driver/Rider,Slight,431254,445733,Daylight: street lights present,2,2111055,Dry,Male,1045,Car,Fine without high winds
Unclassified,01-Jan-15,48,Driver/Rider,Slight,435245,428899,Daylight: street lights present,2,2111114,Dry,Male,1130,Taxi/Private hire car,Fine without high winds
A,01-Jan-15,67,Driver/Rider,Serious,428479,433311,Darkness: street lights present and lit,1,2111672,Wet / Damp,Male,1750,Car,Fine with high winds
A,02-Jan-15,73,Pedestrian,Serious,425692,426859,Daylight: street lights present,1,2120569,Dry,Female,1254,Goods vehicle 7.5 tonnes mgw and over,Fine without high winds
Unclassified,02-Jan-15,79,Passenger,Slight,430096,437925,Daylight: street lights present,3,2120802,Dry,Female,1510,Car,Fine with high winds
Unclassified,02-Jan-15,23,Pedestrian,Slight,431729,434573,Darkness: street lights present and lit,1,2121559,Wet / Damp,Female,2239,Car,Fine without high winds
Unclassified,03-Jan-15,31,Pedestrian,Slight,430334,433342,Darkness: street lights present and lit,1,2130207,Wet / Damp,Female,410,Taxi/Private hire car,Fine without high winds
Unclassified,03-Jan-15,80,Driver/Rider,Slight,431483,435012,Daylight: street lights present,2,2130447,Wet / Damp,Male,1130,Car,Raining without high winds
Unclassified,03-Jan-15,46,Driver/Rider,Serious,431002,430603,Daylight: street lights present,2,2130502,Dry,Female,1210,Car,Fine without high winds
Unclassified,03-Jan-15,25,Driver/Rider,Slight,431618,436143,Daylight: street lights present,2,2130549,Wet / Damp,Female,1250,Car,Fine without high winds
Unclassified,03-Jan-15,43,Driver/Rider,Slight,431618,436143,Daylight: street lights present,2,2130549,Wet / Damp,Female,1250,Car,Fine without high winds
Unclassified,03-Jan-15,70,Passenger,Slight,431618,436143,Daylight: street lights present,2,2130549,Wet / Damp,Female,1250,Car,Fine without high winds
Unclassified,03-Jan-15,63,Passenger,Slight,431618,436143,Daylight: street lights present,2,2130549,Wet / Damp,Female,1250,Car,Fine without high winds
A,04-Jan-15,35,Pedestrian,Slight,427393,433660,Daylight: street lights present,1,2140617,Dry,Male,1221,Car,Fine without high winds
Unclassified,04-Jan-15,33,Driver/Rider,Slight,433530,436008,Daylight: street lights present,2,2140799,Wet / Damp,Female,1438,Car,Fine without high winds
Unclassified,04-Jan-15,33,Passenger,Slight,431248,433688,Daylight: street lights present,2,2141182,Frost / Ice,Female,1850,Car,Fine without high winds
Unclassified,04-Jan-15,28,Driver/Rider,Slight,431248,433688,Daylight: street lights present,2,2141182,Frost / Ice,Male,1850,Car,Fine without high winds
Motorway,05-Jan-15,29,Passenger,Slight,430157,432022,Daylight: street lights present,3,2150173,Wet / Damp,Female,745,Car,Fine without high winds
Unclassified,05-Jan-15,63,Driver/Rider,Slight,435555,434799,Daylight: street lights present,2,2150343,Dry,Female,955,Pedal cycle,Fine without high winds
Unclassified,05-Jan-15,15,Pedestrian,Slight,429827,438866,Daylight: street lights present,1,2150861,Wet / Damp,Male,1530,Car,Fine without high winds
A,05-Jan-15,47,Driver/Rider,Fatal,427750,426259,Darkness: street lights present and lit,2,2150935,Wet / Damp,Male,1610,Pedal cycle,Fine without high winds
A,05-Jan-15,21,Passenger,Slight,428705,433170,Darkness: street lights present and lit,2,2151027,Dry,Male,1714,Car,Fine without high winds
Unclassified,05-Jan-15,19,Pedestrian,Slight,429913,428087,Darkness: street lights present and lit,1,2151182,Wet / Damp,Female,1630,Car,Fine without high winds
Unclassified,06-Jan-15,68,Driver/Rider,Slight,445389,446783,Daylight: street lights present,1,2160649,Wet / Damp,Male,1420,Motorcycle over 500cc,Fine with high winds
Unclassified,06-Jan-15,72,Passenger,Slight,436560,435996,Daylight: street lights present,3,2160771,Dry,Female,1430,Car,Fine without high winds
Motorway,06-Jan-15,38,Pedestrian,Serious,429174,431862,Daylight: street lights present,2,2160936,Wet / Damp,Male,1759,Car,Fine without high winds
Unclassified,06-Jan-15,27,Driver/Rider,Serious,429491,432913,Darkness: street lights present and lit,2,2161029,Wet / Damp,Male,1740,Motorcycle over 50cc and up to 125cc,Fine without high winds
Unclassified,06-Jan-15,43,Driver/Rider,Slight,422652,440059,Darkness: no street lighting,1,2161502,Wet / Damp,Female,2347,Car,Fine without high winds
Unclassified,06-Jan-15,22,Passenger,Slight,422652,440059,Darkness: no street lighting,1,2161502,Wet / Damp,Male,2347,Car,Fine without high winds
Unclassified,07-Jan-15,45,Pedestrian,Slight,432832,435205,Darkness: street lights present and lit,1,2171061,Wet / Damp,Female,1739,Car,Raining without high winds
Unclassified,07-Jan-15,22,Pedestrian,Serious,429361,439562,Daylight: street lights present,1,2180398,Dry,Female,1500,Car,Fine without high winds
Unclassified,08-Jan-15,63,Pedestrian,Serious,426536,427737,Daylight: street lights present,1,2180457,Wet / Damp,Male,1115,Car,Fine without high winds
Unclassified,08-Jan-15,89,Pedestrian,Serious,426456,427823,Daylight: street lights present,1,2180711,Dry,Male,1416,Car,Fine without high winds
Unclassified,08-Jan-15,22,Driver/Rider,Slight,430019,435534,Darkness: street lights present and lit,2,2180987,Dry,Male,1659,Motorcycle over 50cc and up to 125cc,Fine without high winds
A,08-Jan-15,23,Driver/Rider,Slight,436361,428354,Darkness: street lights present and lit,2,2181029,Dry,Male,1715,Car,Fine without high winds
A,09-Jan-15,48,Driver/Rider,Slight,430795,434511,Darkness: street lights present and lit,2,2190196,Wet / Damp,Male,655,Goods vehicle 3.5 tonnes mgw and under,Fine with high winds
Unclassified,09-Jan-15,58,Pedestrian,Slight,427316,433304,Daylight: street lights present,1,2190220,Dry,Male,737,Car,Fine without high winds
Unclassified,09-Jan-15,40,Pedestrian,Slight,432523,434725,Daylight: street lights present,1,2190482,Dry,Male,1110,Car,Fine without high winds
A,09-Jan-15,23,Driver/Rider,Slight,431313,431725,Daylight: street lights present,2,2190879,Wet / Damp,Male,1524,Car,Raining without high winds
A,09-Jan-15,19,Passenger,Slight,435093,434736,Daylight: street lights present,2,2190930,Dry,Female,1539,Car,Fine without high winds
Unclassified,09-Jan-15,20,Driver/Rider,Slight,432225,440327,Darkness: street lights present and lit,2,2191437,Dry,Male,2010,Car,Fine without high winds
Unclassified,09-Jan-15,21,Passenger,Slight,432225,440327,Darkness: street lights present and lit,2,2191437,Dry,Male,2010,Car,Fine without high winds
Unclassified,09-Jan-15,21,Passenger,Slight,432225,440327,Darkness: street lights present and lit,2,2191437,Dry,Male,2010,Car,Fine without high winds
Unclassified,09-Jan-15,18,Driver/Rider,Slight,432225,440327,Darkness: street lights present and lit,2,2191437,Dry,Male,2010,Car,Fine without high winds
A,09-Jan-15,19,Passenger,Slight,435093,434736,Daylight: street lights present,2,2191539,Dry,Female,1539,Car,Fine without high winds
A,10-Jan-15,61,Pedestrian,Fatal,428076,434307,Daylight: street lights present,1,21A0339,Wet / Damp,Male,820,Goods vehicle 3.5 tonnes mgw and under,Fine with high winds
Unclassified,10-Jan-15,18,Driver/Rider,Serious,431207,426172,Daylight: street lights present,2,21A0461,Dry,Male,1011,M/cycle 50cc and under,Fine without high winds
A,10-Jan-15,30,Pedestrian,Slight,427691,434484,Daylight: street lights present,1,21A0598,Dry,Female,1130,Car,Fine with high winds
Unclassified,09-Jan-15,34,Pedestrian,Slight,431560,435565,Darkness: street lights present and lit,1,21A0948,Wet / Damp,Male,1800,Car,Fine with high winds
Unclassified,10-Jan-15,34,Driver/Rider,Slight,429617,430944,Daylight: street lights present,2,21A0981,Wet / Damp,Male,1541,Car,Raining with high winds
Unclassified,10-Jan-15,34,Driver/Rider,Slight,429617,430944,Daylight: street lights present,2,21A0981,Wet / Damp,Male,1541,Car,Raining with high winds
Unclassified,10-Jan-15,83,Pedestrian,Slight,431648,437772,Darkness: street lights present and lit,1,21A1007,Dry,Female,1558,Car,Fine with high winds
A,10-Jan-15,67,Passenger,Slight,428587,427737,Daylight: street lights present,2,21A1016,Dry,Female,1605,Car,Fine without high winds
A,10-Jan-15,54,Driver/Rider,Slight,429305,435031,Darkness: street lights present and lit,2,21A1483,Wet / Damp,Female,2154,Car,Raining with high winds
A,10-Jan-15,21,Driver/Rider,Slight,429305,435031,Darkness: street lights present and lit,2,21A1483,Wet / Damp,Female,2154,Car,Raining with high winds
Unclassified,11-Jan-15,29,Pedestrian,Slight,437065,436141,Darkness: street lights present and lit,1,21B1069,Dry,Female,1817,Car,Fine without high winds
Unclassified,11-Jan-15,27,Driver/Rider,Slight,428981,433532,Darkness: street lights present and lit,2,21C0035,Wet / Damp,Male,1830,Car,Fine with high winds
Unclassified,11-Jan-15,26,Passenger,Slight,428981,433532,Darkness: street lights present and lit,2,21C0035,Wet / Damp,Female,1830,Car,Fine with high winds
A,12-Jan-15,11,Pedestrian,Slight,438495,430408,Daylight: street lights present,1,21C0228,Wet / Damp,Male,745,Car,Fine without high winds
A,12-Jan-15,21,Driver/Rider,Slight,436516,428540,Daylight: street lights present,2,21C0347,Dry,Male,930,Car,Fine without high winds
A,12-Jan-15,46,Driver/Rider,Slight,422964,437587,Daylight: street lights present,3,21C0369,Wet / Damp,Male,944,Car,Raining without high winds
Unclassified,13-Jan-15,54,Driver/Rider,Slight,431966,435835,Daylight: street lights present,2,21C0387,Dry,Female,915,Car,Fine with high winds
Unclassified,12-Jan-15,57,Driver/Rider,Slight,428841,433989,Daylight: street lights present,2,21C0757,Dry,Female,1354,Pedal cycle,Fine without high winds
Motorway,12-Jan-15,40,Driver/Rider,Slight,430625,424777,Daylight: street lights present,2,21C0854,Dry,Male,1500,Car,Fine without high winds
Unclassified,12-Jan-15,25,Driver/Rider,Slight,423924,434308,Darkness: street lights present and lit,2,21C1138,Dry,Male,1740,Pedal cycle,Fine without high winds
A,13-Jan-15,24,Driver/Rider,Slight,432292,444272,Daylight: street lights present,3,21D0227,Wet / Damp,Female,828,Car,Fine without high winds
A,13-Jan-15,20,Passenger,Slight,426568,431849,Daylight: street lights present,1,21D0302,Wet / Damp,Female,925,Car,Fine without high winds
Unclassified,13-Jan-15,25,Pedestrian,Slight,425108,438001,Daylight: street lights present,1,21D0463,Dry,Female,1120,Car,Fine without high winds
